id,date,open,open_mov_av,open_diff,close,close_mov_av,close_diff,high,low
,02/06/2021,330.380005,,,329.149994,,,331.869995,327.119995
,01/06/2021,330.149994,,,329.130005,,,331.420013,326.640015
,28/05/2021,331,330.5099997,0.490000333,328.730011,329.0033367,-0.273325667,332.869995,328.329987
,27/05/2021,328,329.7166647,-1.716664667,332.75,330.2033387,2.546661333,333.779999,326.76001
,26/05/2021,328.350006,329.1166687,-0.766662667,327.660004,329.7133383,-2.053334333,329.829987,325.820007
,25/05/2021,327.079987,327.8099977,-0.730010667,327.790009,329.4000043,-1.609995333,329.179993,324.799988
,24/05/2021,318.209991,324.5466613,-6.336670333,324.630005,326.6933393,-2.063334333,325.950012,318.029999
,21/05/2021,319.290009,321.5266623,-2.236653333,316.230011,322.8833417,-6.653330667,319.929993,315.809998
,20/05/2021,313.579987,317.0266623,-3.446675333,318.609985,319.8233337,-1.213348667,319.25,313.160004
,19/05/2021,304.190002,312.3533327,-8.163330667,313.589996,316.1433307,-2.553334667,314.660004,303.570007
,18/05/2021,315.589996,311.119995,4.470001,309.959991,314.053324,-4.093333,316.5,309.809998
,17/05/2021,313.549988,311.1099953,2.439992667,315.459991,313.003326,2.456665,315.679993,311.579987
,14/05/2021,309.540009,312.893331,-3.353322,315.940002,313.7866613,2.153340667,316.850006,309.079987
,13/05/2021,306.079987,309.723328,-3.643341,305.26001,312.220001,-6.959991,308.859985,302.769989
,12/05/2021,301.130005,305.5833337,-4.453328667,302.549988,307.9166667,-5.366678667,304.959991,298.190002
,11/05/2021,300.75,302.6533307,-1.903330667,306.529999,304.779999,1.75,306.839996,299.690002
,10/05/2021,314.350006,305.4100037,8.940002333,305.970001,305.0166627,0.953338333,314.579987,304.829987
,07/05/2021,322.380005,312.493337,9.886668,319.079987,310.5266623,8.553324667,322.940002,318.75
,06/05/2021,314.519989,317.0833333,-2.563344333,320.019989,315.0233257,4.996663333,320.23999,313.269989
,05/05/2021,318.190002,318.363332,-0.17333,315.019989,318.0399883,-3.019999333,321.059998,314.48999
,04/05/2021,320.019989,317.57666,2.443329,318.359985,317.7999877,0.559997333,322.190002,313.119995
,03/05/2021,326.170013,321.4600013,4.710011667,322.579987,318.6533203,3.926666667,328.549988,321.839996
,30/04/2021,326.140015,324.1100057,2.030009333,325.079987,322.006653,3.073334,329.820007,324.5
,29/04/2021,330.119995,327.4766743,2.643320667,329.51001,325.723328,3.786682,331.809998,321.609985
,28/04/2021,307.359985,321.206665,-13.84668,307.100006,320.5633343,-13.46332833,310.920013,305.369995
,27/04/2021,304.279999,313.919993,-9.639994,303.570007,313.393341,-9.823334,305.339996,301.109985
,26/04/2021,303.339996,304.9933267,-1.653330667,303.040009,304.5700073,-1.529998333,305.799988,301.559998
,23/04/2021,298.76001,302.1266683,-3.366658333,301.130005,302.580007,-1.450002,302.589996,297.149994
,22/04/2021,301.329987,301.143331,0.186656,296.519989,300.230001,-3.710012,302.920013,296.040009
,21/04/2021,301.950012,300.680003,1.270009,301.470001,299.706665,1.763336,301.980011,297.390015
,20/04/2021,301.98999,301.756663,0.233327,302.649994,300.213328,2.436666,305.100006,297.209991
,19/04/2021,305.01001,302.9833373,2.026672667,302.23999,302.119995,0.119995,307.700012,300.559998
,16/04/2021,308.170013,305.056671,3.113342,306.179993,303.6899923,2.490000667,308.950012,304.609985
,15/04/2021,306.339996,306.506673,-0.166677,307.820007,305.41333,2.406677,310.140015,304.100006
,14/04/2021,307.299988,307.269999,0.029989,302.820007,305.606669,-2.786662,308.029999,301.950012
,13/04/2021,312.209991,308.6166583,3.593332667,309.76001,306.800008,2.960002,314.429993,309.320007
,12/04/2021,311.049988,310.1866557,0.863332333,311.540009,308.0400087,3.500000333,312.149994,307.929993
,09/04/2021,311.399994,311.5533243,-0.153330333,312.459991,311.2533367,1.206654333,314.73999,310.329987
,08/04/2021,314.850006,312.4333293,2.416676667,313.019989,312.3399963,0.679992667,315.880005,310.049988
,07/04/2021,306.339996,310.863332,-4.523336,313.089996,312.8566587,0.233337333,314.25,305.5
,06/04/2021,308.839996,310.0099993,-1.170003333,306.26001,310.7899983,-4.529988333,311.350006,305.25
,05/04/2021,300.890015,305.356669,-4.466654,308.910004,309.4200033,-0.509999333,310.769989,300.679993
,01/04/2021,298.399994,302.7100017,-4.310007667,298.660004,304.610006,-5.950002,302.399994,296.600006
,31/03/2021,289.98999,296.4266663,-6.436676333,294.529999,300.7000023,-6.170003333,296.5,288.609985
,30/03/2021,289.829987,292.7399903,-2.910003333,288,293.730001,-5.730001,292.470001,286.700012
,29/03/2021,285.769989,288.5299887,-2.759999667,290.820007,291.1166687,-0.296661667,293.179993,284.700012
,26/03/2021,278.299988,284.6333213,-6.333333333,283.019989,287.2799987,-4.260009667,284.5,277.769989
,25/03/2021,280.980011,281.6833293,-0.703318333,278.73999,284.1933287,-5.453338667,288.059998,277.75
,24/03/2021,291,283.4266663,7.573333667,282.140015,281.299998,0.840017,291.720001,281.160004
,23/03/2021,293.149994,288.3766683,4.773325667,290.630005,283.83667,6.793335,298,289.809998
,22/03/2021,290.450012,291.5333353,-1.083323333,293.540009,288.7700097,4.769999333,299.709991,286.75
,19/03/2021,281.220001,288.2733357,-7.053334667,290.109985,291.4266663,-1.316681333,292.799988,281.200012
,18/03/2021,279.869995,283.8466693,-3.976674333,278.619995,287.4233297,-8.803334667,285.190002,278.279999
,17/03/2021,275.709991,278.933329,-3.223338,284.01001,284.2466633,-0.236653333,286.230011,275.410004
,16/03/2021,276.079987,277.219991,-1.140004,279.279999,280.636668,-1.356669,282.140015,274.799988
,15/03/2021,269.079987,273.6233217,-4.543334667,273.75,279.0133363,-5.263336333,275.959991,268.5
,12/03/2021,269.140015,271.4333297,-2.293314667,268.399994,273.8099977,-5.410003667,269.73999,264.019989
,11/03/2021,268.109985,268.7766623,-0.666677333,273.880005,272.0099997,1.870005333,277.899994,267.820007
,10/03/2021,268.640015,268.630005,0.01001,264.899994,269.0599977,-4.160003667,268.970001,262.869995
,09/03/2021,261.179993,265.9766643,-4.796671333,265.73999,268.1733297,-2.433339667,268.529999,259.809998
,08/03/2021,265.549988,265.123332,0.426656,255.309998,261.9833273,-6.673329333,265.579987,255.050003
,05/03/2021,260.670013,262.4666647,-1.796651667,264.279999,261.7766623,2.503336667,265.450012,255.610001
,04/03/2021,256.470001,260.8966673,-4.426666333,257.640015,259.0766707,-1.436655667,266.48999,253.5
,03/03/2021,260.290009,259.143341,1.146668,255.410004,259.110006,-3.700002,260.98999,255.100006
,02/03/2021,265.779999,260.8466697,4.933329333,259,257.3500063,1.649993667,266.709991,258.649994
,01/03/2021,260.820007,262.2966717,-1.476664667,264.910004,259.773336,5.136668,266.649994,257.899994
,26/02/2021,256.470001,261.0233357,-4.553334667,257.619995,260.5099997,-2.890004667,265.549988,256.470001
,25/02/2021,262.299988,259.863332,2.436656,254.690002,259.0733337,-4.383331667,266.940002,254.039993
,24/02/2021,262.329987,260.3666587,1.963328333,264.309998,258.8733317,5.436666333,266.380005,258.390015
,23/02/2021,259.5,261.3766583,-1.876658333,265.859985,261.619995,4.23999,267.459991,254.960007
,22/02/2021,257.950012,259.9266663,-1.976654333,260.329987,263.49999,-3.170003,263.070007,257.529999
,19/02/2021,269.859985,262.4366657,7.423319333,261.559998,262.5833233,-1.023325333,270.269989,260.149994
,18/02/2021,269.570007,265.7933347,3.776672333,269.390015,263.76,5.630015,271.950012,266.029999
,17/02/2021,271.23999,270.2233273,1.016662667,273.570007,268.17334,5.396667,273.970001,269.579987
,16/02/2021,270.799988,270.5366617,0.263326333,273.970001,272.3100077,1.659993333,276.600006,270.049988
,12/02/2021,270.519989,270.8533223,-0.333333333,270.5,272.6800027,-2.180002667,271.179993,268.339996
,11/02/2021,271.890015,271.0699973,0.820017667,270.390015,271.6200053,-1.229990333,273.579987,268.48999
,10/02/2021,272.450012,271.6200053,0.830006667,271.869995,270.9200033,0.949991667,273.799988,267.720001
,09/02/2021,266.440002,270.2600097,-3.820007667,269.450012,270.5700073,-1.119995333,273.390015,265.75
,08/02/2021,268.75,269.213338,-0.463338,266.579987,269.299998,-2.720011,269.859985,265
,05/02/2021,266.799988,267.3299967,-0.530008667,268.100006,268.043335,0.056671,269.170013,265.670013
,04/02/2021,267.01001,267.5199993,-0.509989333,266.48999,267.056661,-0.566671,268.160004,264
,03/02/2021,265.619995,266.4766643,-0.856669333,266.649994,267.0799967,-0.430002667,269.200012,263.839996
,02/02/2021,264,265.543335,-1.543335,267.079987,266.7399903,0.339996667,268.850006,263.269989
,01/02/2021,259.519989,263.0466613,-3.526672333,262.01001,265.2466637,-3.236653667,264.170013,254.910004
,29/01/2021,265.299988,262.9399923,2.359995667,258.329987,262.473328,-4.143341,266.559998,254.850006
,28/01/2021,277.179993,267.3333233,9.846669667,265,261.779999,3.220001,286.790009,264.700012
,27/01/2021,282.529999,275.0033267,7.526672333,272.140015,265.1566673,6.983347667,283.450012,268.119995
,26/01/2021,278.140015,279.2833357,-1.143320667,282.049988,273.0633343,8.986653667,285.390015,277.809998
,25/01/2021,278.140015,279.603343,-1.463328,278.01001,277.4000043,0.610005667,280.100006,271.51001
,22/01/2021,272.01001,276.09668,-4.08667,274.5,278.186666,-3.686666,278.470001,272
,21/01/2021,269.26001,273.1366783,-3.876668333,272.869995,275.1266683,-2.256673333,273.600006,267.48999
,20/01/2021,268.929993,270.066671,-1.136678,267.480011,271.6166687,-4.136657667,270.320007,263.600006
,19/01/2021,256.899994,265.029999,-8.130005,261.100006,267.150004,-6.049998,262.200012,252.720001
,15/01/2021,247.899994,257.9099937,-10.00999967,251.360001,259.980006,-8.620005,253.860001,247.160004
,14/01/2021,253.399994,252.7333273,0.666666667,245.639999,252.700002,-7.060003,255.029999,244.610001
,13/01/2021,251.550003,250.949997,0.600006,251.639999,249.5466663,2.093332667,253.949997,249.199997
,12/01/2021,256.630005,253.8600007,2.770004333,251.089996,249.4566647,1.633331333,259.720001,250.300003
,11/01/2021,260.480011,256.2200063,4.260004667,256.839996,253.189997,3.649999,263.470001,255.899994
,08/01/2021,268.309998,261.8066713,6.503326667,267.570007,258.4999997,9.070007333,268.950012,263.179993
,07/01/2021,265.899994,264.8966677,1.003326333,268.73999,264.383331,4.356659,271.609985,264.779999
,06/01/2021,262,265.4033307,-3.403330667,263.309998,266.5399983,-3.230000333,267.75,260.01001
,05/01/2021,268.290009,265.3966677,2.893341333,270.970001,267.6733297,3.296671333,272.399994,268.209991
,04/01/2021,274.779999,268.3566693,6.423329667,268.940002,267.7400003,1.200001667,275,265.200012
,31/12/2020,272,271.6900027,0.309997333,273.160004,271.0233357,2.136668333,277.089996,269.809998
,30/12/2020,277.950012,274.9100037,3.040008333,271.869995,271.3233337,0.546661333,278.079987,271.709991
,29/12/2020,276.950012,275.6333413,1.316670667,276.779999,273.936666,2.843333,280.51001,276.279999
,28/12/2020,268.73999,274.5466713,-5.806681333,277,275.2166647,1.783335333,277.299988,265.660004
,24/12/2020,268.880005,271.5233357,-2.643330667,267.399994,273.7266643,-6.326670333,270.399994,266.200012
,23/12/2020,266.890015,268.1700033,-1.279988333,268.109985,270.8366597,-2.726674667,272.170013,266.230011
,22/12/2020,271.5,269.0900067,2.409993333,267.089996,267.533325,-0.443329,271.5,264.630005
,21/12/2020,272.980011,270.4566753,2.523335667,272.790009,269.3299967,3.460012333,274.670013,267.790009
,18/12/2020,275.769989,273.4166667,2.353322333,276.399994,272.093333,4.306661,278,271.140015
,17/12/2020,277.070007,275.2733357,1.796671333,274.480011,274.5566713,-0.076660333,280.440002,273.609985
,16/12/2020,274.76001,275.8666687,-1.106658667,275.670013,275.5166727,0.153340333,277.859985,272.51001
,15/12/2020,274.829987,275.5533347,-0.723347667,275.549988,275.2333373,0.316650667,276.079987,267.470001
,14/12/2020,273.369995,274.3199973,-0.950002333,274.190002,275.1366677,-0.946665667,277.220001,271.559998
,11/12/2020,274.529999,274.243327,0.286672,273.549988,274.4299927,-0.880004667,276.480011,270.25
,10/12/2020,275.540009,274.480001,1.060008,277.119995,274.9533283,2.166666667,278.730011,271.859985
