id,date,open,open_mov_av,open_diff,Close,close_mov_avg,close_diff,high,low
,02/06/2021,124.279999,,,125.059998,,,125.239998,124.050003
,01/06/2021,125.080002,,,124.279999,,,125.349998,123.940002
,28/05/2021,125.57,124.976667,0.593333,124.610001,124.6499993,-0.039998333,125.800003,124.550003
,27/05/2021,126.440002,125.696668,0.743334,125.279999,124.723333,0.556666,127.639999,125.080002
,26/05/2021,126.959999,126.3233337,0.636665333,126.849998,125.5799993,1.269998667,127.389999,126.419998
,25/05/2021,127.82,127.0733337,0.746666333,126.900002,126.343333,0.556669,128.320007,126.32
,24/05/2021,126.010002,126.9300003,-0.919998333,127.099998,126.9499993,0.149998667,127.940002,125.940002
,21/05/2021,127.82,127.2166673,0.603332667,125.43,126.4766667,-1.046666667,128,125.209999
,20/05/2021,125.230003,126.353335,-1.123332,127.309998,126.613332,0.696666,127.720001,125.099998
,19/05/2021,123.160004,125.4033357,-2.243331667,124.690002,125.81,-1.119998,124.919998,122.860001
,18/05/2021,126.559998,124.983335,1.576663,124.849998,125.616666,-0.766668,126.989998,124.779999
,17/05/2021,126.82,125.513334,1.306666,126.269997,125.269999,0.999998,126.93,125.169998
,14/05/2021,126.25,126.5433327,-0.293332667,127.449997,126.1899973,1.259999667,127.889999,125.849998
,13/05/2021,124.580002,125.883334,-1.303332,124.970001,126.2299983,-1.259997333,126.150002,124.260002
,12/05/2021,123.400002,124.7433347,-1.343332667,122.769997,125.0633317,-2.293334667,124.639999,122.25
,11/05/2021,123.5,123.826668,-0.326668,125.910004,124.5500007,1.360003333,126.269997,122.769997
,10/05/2021,129.410004,125.4366687,3.973335333,126.849998,125.1766663,1.673331667,129.539993,126.809998
,07/05/2021,130.850006,127.9200033,2.930002667,130.210007,127.6566697,2.553337333,131.259995,129.479996
,06/05/2021,127.889999,129.3833363,-1.493337333,129.740005,128.9333367,0.806668333,129.75,127.129997
,05/05/2021,129.199997,129.313334,-0.113337,128.100006,129.350006,-1.25,130.449997,127.970001
,04/05/2021,131.190002,129.426666,1.763336,127.849998,128.5633363,-0.713338333,131.490005,126.699997
,03/05/2021,132.039993,130.8099973,1.229995667,132.539993,129.4966657,3.043327333,134.070007,131.830002
,30/04/2021,131.779999,131.669998,0.110001,131.460007,130.616666,0.843341,133.559998,131.070007
,29/04/2021,136.470001,133.4299977,3.040003333,133.479996,132.493332,0.986664,137.070007,132.449997
,28/04/2021,134.309998,134.186666,0.123332,133.580002,132.8400017,0.740000333,135.020004,133.080002
,27/04/2021,135.009995,135.2633313,-0.253336333,134.389999,133.8166657,0.573333333,135.410004,134.110001
,26/04/2021,134.830002,134.716665,0.113337,134.720001,134.2300007,0.490000333,135.059998,133.559998
,23/04/2021,132.160004,134.0000003,-1.839996333,134.320007,134.476669,-0.156662,135.119995,132.160004
,22/04/2021,133.039993,133.343333,-0.30334,131.940002,133.6600033,-1.720001333,134.149994,131.410004
,21/04/2021,132.360001,132.5199993,-0.159998333,133.5,133.2533363,0.246663667,133.75,131.300003
,20/04/2021,135.020004,133.4733327,1.546671333,133.110001,132.850001,0.26,135.529999,131.809998
,19/04/2021,133.509995,133.63,-0.120005,134.839996,133.8166657,1.023330333,135.470001,133.339996
,16/04/2021,134.300003,134.2766673,0.023335667,134.160004,134.036667,0.123337,134.669998,133.279999
,15/04/2021,133.820007,133.8766683,-0.056661333,134.5,134.5,0,135,133.639999
,14/04/2021,134.940002,134.3533373,0.586664667,132.029999,133.5633343,-1.533335333,135,131.660004
,13/04/2021,132.440002,133.733337,-1.293335,134.429993,133.6533307,0.776662333,134.660004,131.929993
,12/04/2021,132.520004,133.3000027,-0.779998667,131.240005,132.5666657,-1.326660667,132.850006,130.630005
,09/04/2021,129.800003,131.5866697,-1.786666667,133,132.8899993,0.110000667,133.039993,129.470001
,08/04/2021,128.949997,130.4233347,-1.473337667,130.360001,131.5333353,-1.173334333,130.389999,128.520004
,07/04/2021,125.830002,128.193334,-2.363332,127.900002,130.420001,-2.519999,127.919998,125.139999
,06/04/2021,126.5,127.093333,-0.593333,126.209999,128.1566673,-1.946668333,127.129997,125.650002
,05/04/2021,123.870003,125.4000017,-1.529998667,125.900002,126.670001,-0.769999,126.160004,123.07
,01/04/2021,123.660004,124.676669,-1.016665,123,125.036667,-2.036667,124.18,122.489998
,31/03/2021,121.650002,123.060003,-1.410001,122.150002,123.6833347,-1.533332667,123.519997,121.150002
,30/03/2021,120.110001,121.806669,-1.696668,119.900002,121.6833347,-1.783332667,120.400002,118.860001
,29/03/2021,121.650002,121.1366683,0.513333667,121.389999,121.1466677,0.243331333,122.580002,120.730003
,26/03/2021,120.349998,120.7033337,-0.353335667,121.209999,120.8333333,0.376665667,121.480003,118.919998
,25/03/2021,119.540001,120.5133337,-0.973332667,120.589996,121.0633313,-0.473335333,121.660004,119
,24/03/2021,122.82,120.903333,1.916667,120.089996,120.629997,-0.540001,122.900002,120.07
,23/03/2021,123.330002,121.8966677,1.433334333,122.540001,121.073331,1.46667,124.239998,122.139999
,22/03/2021,120.330002,122.1600013,-1.829999333,123.389999,122.0066653,1.383333667,123.870003,120.260002
,19/03/2021,119.900002,121.1866687,-1.286666667,119.989998,121.9733327,-1.983334667,121.43,119.68
,18/03/2021,122.879997,121.036667,1.84333,120.529999,121.303332,-0.773333,123.18,120.32
,17/03/2021,124.050003,122.2766673,1.773335667,124.760002,121.7599997,3.000002333,125.860001,122.339996
,16/03/2021,125.699997,124.209999,1.489998,125.57,123.6200003,1.949999667,127.220001,124.720001
,15/03/2021,121.410004,123.7200013,-2.309997333,123.989998,124.7733333,-0.783335333,124,120.419998
,12/03/2021,120.400002,122.5033343,-2.103332333,121.029999,123.529999,-2.5,121.169998,119.160004
,11/03/2021,122.540001,121.4500023,1.089998667,121.959999,122.3266653,-0.366666333,123.209999,121.260002
,10/03/2021,121.690002,121.543335,0.146667,119.980003,120.9900003,-1.009997333,122.169998,119.449997
,09/03/2021,119.029999,121.0866673,-2.056668333,121.089996,121.0099993,0.079996667,122.059998,118.790001
,08/03/2021,120.93,120.5500003,0.379999667,116.360001,119.1433333,-2.783332333,121,116.209999
,05/03/2021,120.980003,120.313334,0.666669,121.419998,119.6233317,1.796666333,121.940002,117.57
,04/03/2021,121.75,121.220001,0.529999,120.129997,119.303332,0.826665,123.599998,118.620003
,03/03/2021,124.809998,122.5133337,2.296664333,122.059998,121.203331,0.856667,125.709999,121.839996
,02/03/2021,128.410004,124.9900007,3.420003333,125.120003,122.436666,2.683337,128.720001,125.010002
,01/03/2021,123.75,125.6566673,-1.906667333,127.790001,124.9900007,2.800000333,127.93,122.790001
,26/02/2021,122.589996,124.9166667,-2.326670667,121.260002,124.7233353,-3.463333333,124.849998,121.199997
,25/02/2021,124.68,123.673332,1.006668,120.989998,123.346667,-2.356669,126.459999,120.540001
,24/02/2021,124.940002,124.0699993,0.870002667,125.349998,122.5333327,2.816665333,125.559998,122.230003
,23/02/2021,123.760002,124.4600013,-0.699999333,125.860001,124.0666657,1.793335333,126.709999,118.389999
,22/02/2021,128.009995,125.5699997,2.439995333,126,125.7366663,0.263333667,129.720001,125.599998
,19/02/2021,130.240005,127.3366673,2.903337667,129.869995,127.243332,2.626663,130.710007,128.800003
,18/02/2021,129.199997,129.149999,0.049998,129.710007,128.5266673,1.183339667,130,127.410004
,17/02/2021,131.25,130.2300007,1.019999333,130.839996,130.1399993,0.699996667,132.220001,129.470001
,16/02/2021,135.490005,131.9800007,3.510004333,133.190002,131.2466683,1.943333667,136.009995,132.789993
,12/02/2021,134.350006,133.6966703,0.653335667,135.369995,133.133331,2.236664,135.529999,133.690002
,11/02/2021,135.899994,135.2466683,0.653325667,135.130005,134.563334,0.566671,136.389999,133.770004
,10/02/2021,136.479996,135.5766653,0.903330667,135.389999,135.2966663,0.093332667,136.990005,134.399994
,09/02/2021,136.619995,136.3333283,0.286666667,136.009995,135.5099997,0.499995333,137.880005,135.850006
,08/02/2021,136.029999,136.3766633,-0.346664333,136.910004,136.1033327,0.806671333,136.960007,134.919998
,05/02/2021,137.350006,136.6666667,0.683339333,136.759995,136.559998,0.199997,137.419998,135.860001
,04/02/2021,136.300003,136.5600027,-0.259999667,137.389999,137.0199993,0.369999667,137.399994,134.589996
,03/02/2021,135.759995,136.4700013,-0.710006333,133.940002,136.0299987,-2.089996667,135.770004,133.610001
,02/02/2021,135.729996,135.929998,-0.200002,134.990005,135.440002,-0.449997,136.309998,134.610001
,01/02/2021,133.75,135.079997,-1.329997,134.139999,134.3566687,-0.216669667,135.380005,130.929993
,29/01/2021,135.830002,135.1033327,0.726669333,131.960007,133.6966703,-1.736663333,136.740005,130.210007
,28/01/2021,139.520004,136.3666687,3.153335333,137.089996,134.3966673,2.693328667,141.990005,136.699997
,27/01/2021,143.429993,139.593333,3.83666,142.059998,137.036667,5.023331,144.300003,140.410004
,26/01/2021,143.600006,142.1833343,1.416671667,143.160004,140.7699993,2.390004667,144.300003,141.369995
,25/01/2021,143.070007,143.3666687,-0.296661667,142.919998,142.7133333,0.206664667,145.089996,136.539993
,22/01/2021,136.279999,140.9833373,-4.703338333,139.070007,141.7166697,-2.646662667,139.850006,135.020004
,21/01/2021,133.800003,137.7166697,-3.916666667,136.869995,139.62,-2.750005,139.669998,133.589996
,20/01/2021,128.660004,132.9133353,-4.253331333,132.029999,135.9900003,-3.960001333,132.490005,128.550003
,19/01/2021,127.779999,130.080002,-2.300003,127.830002,132.243332,-4.41333,128.710007,126.940002
