id,date,open,open_mov_av,open_diff,Close,close_mov_avg,close_diff,high,low
,15/01/2021,128.779999,128.4066673,0.373331667,127.139999,129,-1.860001,130.220001,127
,14/01/2021,130.800003,129.1200003,1.680002667,128.910004,127.9600017,0.950002333,131,128.759995
,13/01/2021,128.759995,129.4466657,-0.686670667,130.889999,128.9800007,1.909998333,131.449997,128.490005
,12/01/2021,128.5,129.3533327,-0.853332667,128.800003,129.5333353,-0.733332333,129.690002,126.860001
,11/01/2021,129.190002,128.8166657,0.373336333,128.979996,129.556666,-0.57667,130.169998,128.5
,08/01/2021,132.429993,130.0399983,2.389994667,132.050003,129.943334,2.106669,132.630005,130.229996
,07/01/2021,128.360001,129.993332,-1.633331,130.919998,130.649999,0.269999,131.630005,127.860001
,06/01/2021,127.720001,129.5033317,-1.783330667,126.599998,129.8566663,-3.256668333,131.050003,126.379997
,05/01/2021,128.889999,128.3233337,0.566665333,131.009995,129.509997,1.499998,131.740005,128.429993
,04/01/2021,133.520004,130.0433347,3.476669333,129.410004,129.0066657,0.403338333,133.610001,126.760002
,31/12/2020,134.080002,132.163335,1.916667,132.690002,131.036667,1.653335,134.740005,131.720001
,30/12/2020,135.580002,134.393336,1.186666,133.720001,131.9400023,1.779998667,135.990005,133.399994
,29/12/2020,138.050003,135.9033357,2.146667333,134.869995,133.7599993,1.109995667,138.789993,134.339996
,28/12/2020,133.990005,135.8733367,-1.883331667,136.690002,135.0933327,1.596669333,137.339996,133.509995
,24/12/2020,131.320007,134.4533383,-3.133331333,131.970001,134.5099993,-2.539998333,133.460007,131.100006
,23/12/2020,132.160004,132.4900053,-0.330001333,130.960007,133.20667,-2.246663,132.429993,130.779999
,22/12/2020,131.610001,131.6966707,-0.086669667,131.880005,131.6033377,0.276667333,134.410004,129.649994
,21/12/2020,125.019997,129.5966673,-4.576670333,128.229996,130.3566693,-2.126673333,128.309998,123.449997
,18/12/2020,128.960007,128.5300017,0.430005333,126.660004,128.923335,-2.263331,129.100006,126.120003
,17/12/2020,128.899994,127.626666,1.273328,128.699997,127.8633323,0.836664667,129.580002,128.039993
,16/12/2020,127.410004,128.423335,-1.013331,127.809998,127.723333,0.086665,128.369995,126.559998
,15/12/2020,124.339996,126.8833313,-2.543335333,127.879997,128.1299973,-0.250000333,127.900002,124.129997
,14/12/2020,122.599998,124.7833327,-2.183334667,121.779999,125.8233313,-4.043332333,123.349998,121.540001
,11/12/2020,122.43,123.1233313,-0.693331333,122.410004,124.0233333,-1.613329333,122.760002,120.550003
,10/12/2020,120.5,121.8433327,-1.343332667,123.239998,122.476667,0.763331,123.870003,120.150002
,09/12/2020,124.529999,122.4866663,2.043332667,121.779999,122.476667,-0.696668,125.949997,121
,08/12/2020,124.370003,123.133334,1.236669,124.379997,123.1333313,1.246665667,124.980003,123.089996
,07/12/2020,122.309998,123.7366667,-1.426668667,123.75,123.303332,0.446668,124.57,122.25
,04/12/2020,122.599998,123.093333,-0.493335,122.25,123.459999,-1.209999,122.860001,121.519997
,03/12/2020,123.519997,122.8099977,0.709999333,122.940002,122.9800007,-0.039998667,123.779999,122.209999
,02/12/2020,122.019997,122.7133307,-0.693333667,123.080002,122.756668,0.323334,123.370003,120.889999
,01/12/2020,121.010002,122.183332,-1.17333,122.720001,122.913335,-0.193334,123.470001,120.010002
,30/11/2020,116.970001,120,-3.029999,119.050003,121.6166687,-2.566665667,120.970001,116.809998
,27/11/2020,116.57,118.1833343,-1.613334333,116.589996,119.4533333,-2.863337333,117.489998,116.220001
,25/11/2020,115.550003,116.3633347,-0.813331667,116.029999,117.2233327,-1.193333667,116.75,115.169998
,24/11/2020,113.910004,115.3433357,-1.433331667,115.169998,115.9299977,-0.759999667,115.849998,112.589996
,23/11/2020,117.18,115.546669,1.633331,113.849998,115.016665,-1.166667,117.620003,113.75
,20/11/2020,118.639999,116.5766677,2.063331333,117.339996,115.4533307,1.886665333,118.769997,117.290001
,19/11/2020,117.589996,117.8033317,-0.213335667,118.639999,116.6099977,2.030001333,119.059998,116.809998
,18/11/2020,118.610001,118.2799987,0.330002333,118.029999,118.0033313,0.026667667,119.82,118
,17/11/2020,119.550003,118.5833333,0.966669667,119.389999,118.6866657,0.703333333,120.669998,118.959999
,16/11/2020,118.919998,119.0266673,-0.106669333,120.300003,119.2400003,1.060002667,120.989998,118.150002
,13/11/2020,119.440002,119.3033343,0.136667667,119.260002,119.6500013,-0.389999333,119.669998,117.870003
,12/11/2020,119.620003,119.3266677,0.293335333,119.209999,119.5900013,-0.380002333,120.529999,118.57
,11/11/2020,117.190002,118.7500023,-1.560000333,119.489998,119.3199997,0.169998333,119.629997,116.440002
,10/11/2020,115.550003,117.453336,-1.903333,115.970001,118.2233327,-2.253331667,117.589996,114.129997
,09/11/2020,120.5,117.7466683,2.753331667,116.32,117.2599997,-0.939999667,121.989998,116.050003
,06/11/2020,118.32,118.1233343,0.196665667,118.690002,116.9933343,1.696667667,119.199997,116.129997
,05/11/2020,117.949997,118.9233323,-0.973335333,119.029999,118.0133337,1.016665333,119.620003,116.870003
,04/11/2020,114.139999,116.803332,-2.663333,114.949997,117.556666,-2.606669,115.589996,112.349998
,03/11/2020,109.660004,113.9166667,-4.256662667,110.440002,114.806666,-4.366664,111.489998,108.730003
,02/11/2020,109.110001,110.9700013,-1.860000333,108.769997,111.3866653,-2.616668333,110.68,107.32
,30/10/2020,111.059998,109.9433343,1.116663667,108.860001,109.3566667,-0.496665667,111.989998,107.720001
,29/10/2020,112.370003,110.8466673,1.523335667,115.32,110.9833327,4.336667333,116.93,112.199997
,28/10/2020,115.050003,112.826668,2.223335,111.199997,111.7933327,-0.593335667,115.43,111.099998
,27/10/2020,115.489998,114.3033347,1.186663333,116.599998,114.3733317,2.226666333,117.279999,114.540001
,26/10/2020,114.010002,114.850001,-0.839999,115.050003,114.2833327,0.766670333,116.550003,112.879997
,23/10/2020,116.389999,115.2966663,1.093332667,115.040001,115.563334,-0.523333,116.550003,114.279999
,22/10/2020,117.449997,115.9499993,1.499997667,115.75,115.2800013,0.469998667,118.040001,114.589996
,21/10/2020,116.669998,116.8366647,-0.166666667,116.870003,115.886668,0.983335,118.709999,116.449997
,20/10/2020,116.199997,116.7733307,-0.573333667,117.510002,116.7100017,0.800000333,118.980003,115.629997
,19/10/2020,119.959999,117.609998,2.350001,115.980003,116.7866693,-0.806666333,120.419998,115.660004
,16/10/2020,121.279999,119.146665,2.133334,119.019997,117.503334,1.516663,121.550003,118.809998
,15/10/2020,118.720001,119.9866663,-1.266665333,120.709999,118.5699997,2.139999333,121.199997,118.150002
,14/10/2020,121,120.3333333,0.666666667,121.190002,120.306666,0.883336,123.029999,119.620003
,13/10/2020,125.269997,121.6633327,3.606664333,121.099998,120.9999997,0.099998333,125.389999,119.650002
,12/10/2020,120.059998,122.1099983,-2.050000333,124.400002,122.2300007,2.170001333,125.18,119.279999
,09/10/2020,115.279999,120.2033313,-4.923332333,116.970001,120.8233337,-3.853332667,117,114.919998
,08/10/2020,116.25,117.1966657,-0.946665667,114.970001,118.7800013,-3.810000333,116.400002,114.589996
,07/10/2020,114.620003,115.383334,-0.763331,115.080002,115.6733347,-0.593332667,115.550003,114.129997
,06/10/2020,115.699997,115.5233333,0.176663667,113.160004,114.4033357,-1.243331667,116.120003,112.25
,05/10/2020,113.910004,114.7433347,-0.833330667,116.5,114.9133353,1.586664667,116.650002,113.550003
,02/10/2020,112.889999,114.1666667,-1.276667667,113.019997,114.226667,-1.20667,115.370003,112.220001
,01/10/2020,117.639999,114.813334,2.826665,116.790001,115.436666,1.353335,117.720001,115.830002
,30/09/2020,113.790001,114.773333,-0.983332,115.809998,115.2066653,0.603332667,117.260002,113.620003
,29/09/2020,114.550003,115.3266677,-0.776664667,114.089996,115.5633317,-1.473335667,115.309998,113.57
,28/09/2020,115.010002,114.450002,0.56,114.959999,114.953331,0.006668,115.32,112.779999
,25/09/2020,108.43,112.663335,-4.233335,112.279999,113.7766647,-1.496665667,112.440002,107.669998
,24/09/2020,105.169998,109.5366667,-4.366668667,108.220001,111.8199997,-3.599998667,110.25,105
,23/09/2020,111.620003,108.406667,3.213336,107.120003,109.2066677,-2.086664667,112.110001,106.769997
,22/09/2020,112.68,109.8233337,2.856666333,111.809998,109.0500007,2.759997333,112.860001,109.160004
,21/09/2020,104.540001,109.6133347,-5.073333667,110.080002,109.670001,0.410001,110.190002,103.099998
,18/09/2020,110.400002,109.2066677,1.193334333,106.839996,109.5766653,-2.736669333,110.879997,106.089996
,17/09/2020,109.720001,108.2200013,1.499999667,110.339996,109.0866647,1.253331333,112.199997,108.709999
,16/09/2020,115.230003,111.7833353,3.446667667,112.129997,109.7699963,2.360000667,116,112.040001
,15/09/2020,118.330002,114.4266687,3.903333333,115.540001,112.669998,2.870003,118.830002,113.610001
,14/09/2020,114.720001,116.0933353,-1.373334333,115.360001,114.343333,1.016668,115.93,112.800003
,11/09/2020,114.57,115.8733343,-1.303334333,112,114.3000007,-2.300000667,115.230003,110
,10/09/2020,120.360001,116.5500007,3.810000333,113.489998,113.6166663,-0.126668333,120.5,112.5
,09/09/2020,117.260002,117.3966677,-0.136665667,117.32,114.2699993,3.050000667,119.139999,115.260002
,08/09/2020,113.949997,117.19,-3.240003,112.82,114.5433327,-1.723332667,118.989998,112.68
,04/09/2020,120.07,117.093333,2.976667,120.959999,117.033333,3.926666,123.699997,110.889999
,03/09/2020,126.910004,120.3100003,6.600003667,120.879997,118.2199987,2.659998333,128.839996,120.5
,02/09/2020,137.589996,128.19,9.399996,131.399994,124.41333,6.986664,137.979996,127
,01/09/2020,132.759995,132.4199983,0.339996667,134.179993,128.8199947,5.359998333,134.800003,130.529999
,31/08/2020,127.580002,132.643331,-5.063329,129.039993,131.5399933,-2.500000333,131,126
,28/08/2020,126.012497,128.7841647,-2.771667667,124.807503,129.3424963,-4.534993333,126.442497,124.577499
,27/08/2020,127.142502,126.911667,0.230835,125.010002,126.2858327,-1.275830667,127.485001,123.832497
,26/08/2020,126.18,126.4449997,-0.264999667,126.522499,125.446668,1.075831,126.9925,125.082497
,25/08/2020,124.697502,126.006668,-1.309166,124.824997,125.4524993,-0.627502333,125.18,123.052498
,24/08/2020,128.697495,126.524999,2.172496,125.857498,125.734998,0.1225,128.785004,123.9375
,21/08/2020,119.262497,124.2191647,-4.956667667,124.370003,125.0174993,-0.647496333,124.8675,119.25
,20/08/2020,115.75,121.236664,-5.486664,118.275002,122.8341677,-4.559165667,118.392502,115.732498
,19/08/2020,115.982498,116.9983317,-1.015833667,115.707497,119.450834,-3.743337,117.162498,115.610001
,18/08/2020,114.352501,115.3616663,-1.009165333,115.5625,116.5149997,-0.952499667,116,114.0075
,17/08/2020,116.0625,115.465833,0.596667,114.607498,115.2924983,-0.685000333,116.087502,113.962502
,14/08/2020,114.830002,115.0816677,-0.251665667,114.907501,115.025833,-0.118332,115,113.044998
,13/08/2020,114.43,115.1075007,-0.677500667,115.010002,114.841667,0.168335,116.042503,113.927498
,12/08/2020,110.497498,113.2525,-2.755002,113.010002,114.3091683,-1.299166333,113.275002,110.297501
,11/08/2020,111.970001,112.2991663,-0.329165333,109.375,112.4650013,-3.090001333,112.482498,109.107498
,10/08/2020,112.599998,111.6891657,0.910832333,112.727501,111.7041677,1.023333333,113.775002,110
,07/08/2020,113.205002,112.591667,0.613335,111.112503,111.071668,0.040835,113.675003,110.292503
,06/08/2020,110.404999,112.0699997,-1.665000667,113.902496,112.5808333,1.321662667,114.412498,109.797501
,05/08/2020,109.377502,110.9958343,-1.618332333,110.0625,111.6924997,-1.629999667,110.392502,108.897499
,04/08/2020,109.1325,109.6383337,-0.505833667,109.665001,111.209999,-1.544998,110.790001,108.387497
,03/08/2020,108.199997,108.903333,-0.703336,108.9375,109.5550003,-0.617500333,111.637497,107.892502
,31/07/2020,102.885002,106.7391663,-3.854164333,106.260002,108.287501,-2.027499,106.415001,100.824997
,30/07/2020,94.1875,101.7574997,-7.569999667,96.190002,103.7958347,-7.605832667,96.297501,93.767502
,29/07/2020,93.75,96.940834,-3.190834,95.040001,99.163335,-4.123334,95.230003,93.712502
,28/07/2020,94.3675,94.10166667,0.265833333,93.252502,94.82750167,-1.574999667,94.550003,93.247498
,27/07/2020,93.709999,93.94249967,-0.232500667,94.809998,94.36750033,0.442497667,94.904999,93.480003
,24/07/2020,90.987503,93.02166733,-2.034164333,92.614998,93.559166,-0.944168,92.970001,89.144997
,23/07/2020,96.997498,93.89833333,3.099164667,92.845001,93.42333233,-0.578331333,97.077499,92.010002
,22/07/2020,96.692497,94.89249933,1.799997667,97.272499,94.244166,3.028333,97.974998,96.602501
,21/07/2020,99.172501,97.620832,1.551669,97,95.70583333,1.294166667,99.25,96.7425
,20/07/2020,96.417503,97.42750033,-1.009997333,98.357498,97.54333233,0.814165667,98.5,96.0625
,17/07/2020,96.987503,97.52583567,-0.538332667,96.327499,97.22833233,-0.900833333,97.147499,95.839996
,16/07/2020,96.5625,96.65583533,-0.093335333,96.522499,97.06916533,-0.546666333,97.404999,95.904999
,15/07/2020,98.989998,97.51333367,1.476664333,97.724998,96.858332,0.866666,99.247498,96.489998
,14/07/2020,94.839996,96.797498,-1.957502,97.057503,97.10166667,-0.044163667,97.254997,93.877502
,13/07/2020,97.264999,97.03166433,0.233334667,95.477501,96.753334,-1.275833,99.955002,95.2575
,10/07/2020,95.334999,95.81333133,-0.478332333,95.919998,96.15166733,-0.231669333,95.980003,94.705002
,09/07/2020,96.262497,96.28749833,-0.025001333,95.752502,95.716667,0.035835,96.317497,94.672501
,08/07/2020,94.18,95.25916533,-1.079165333,95.342499,95.67166633,-0.329167333,95.375,94.089996
,07/07/2020,93.852501,94.76499933,-0.912498333,93.172501,94.755834,-1.583333,94.654999,93.057503
,06/07/2020,92.5,93.51083367,-1.010833667,93.462502,93.99250067,-0.529998667,93.945,92.467499
,02/07/2020,91.962502,92.77166767,-0.809165667,91.027496,92.55416633,-1.526670333,92.6175,90.910004
,01/07/2020,91.279999,91.914167,-0.634168,91.027496,91.83916467,-0.811668667,91.839996,90.977501
,30/06/2020,90.019997,91.08749933,-1.067502333,91.199997,91.08499633,0.115000667,91.495003,90
,29/06/2020,88.3125,89.870832,-1.558332,90.445,90.890831,-0.445831,90.542503,87.82
,26/06/2020,91.102501,89.811666,1.290835,88.407501,90.01749933,-1.609998333,91.330002,88.254997
,25/06/2020,90.175003,89.86333467,0.311668333,91.209999,90.02083333,1.189165667,91.25,89.392502
,24/06/2020,91.25,90.84250133,0.407498667,90.014999,89.87749967,0.137499333,92.197502,89.629997
,23/06/2020,91,90.80833433,0.191665667,91.6325,90.95249933,0.680000667,93.095001,90.567497
,22/06/2020,87.834999,90.028333,-2.193334,89.717499,90.45499933,-0.737500333,89.864998,87.787498
,19/06/2020,88.660004,89.165001,-0.504997,87.43,89.593333,-2.163333,89.139999,86.287498
,18/06/2020,87.852501,88.11583467,-0.263333667,87.932503,88.36000067,-0.427497667,88.362503,87.305
,17/06/2020,88.787498,88.43333433,0.354163667,87.897499,87.753334,0.144165,88.849998,87.772499
,16/06/2020,87.864998,88.16833233,-0.303334333,88.019997,87.94999967,0.069997333,88.300003,86.18
,15/06/2020,83.3125,86.65499867,-3.342498667,85.747498,87.22166467,-1.474166667,86.419998,83.144997
,12/06/2020,86.18,85.78583267,0.394167333,84.699997,86.15583067,-1.455833667,86.949997,83.555
,11/06/2020,87.327499,85.60666633,1.720832667,83.974998,84.80749767,-0.832499667,87.764999,83.870003
,10/06/2020,86.974998,86.827499,0.147499,88.209999,85.62833133,2.581667667,88.692497,86.522499
,09/06/2020,83.035004,85.779167,-2.744163,85.997498,86.06083167,-0.063333667,86.402496,83.002502
,08/06/2020,82.5625,84.190834,-1.628334,83.364998,85.85749833,-2.492500333,83.400002,81.830002
,05/06/2020,80.837502,82.145002,-1.3075,82.875,84.07916533,-1.204165333,82.9375,80.807503
,04/06/2020,81.097504,81.49916867,-0.401664667,80.580002,82.27333333,-1.693331333,81.404999,80.195
,03/06/2020,81.165001,81.03333567,0.131665333,81.279999,81.57833367,-0.298334667,81.550003,80.574997
,02/06/2020,80.1875,80.81666833,-0.629168333,80.834999,80.89833333,-0.063334333,80.860001,79.732498
,01/06/2020,79.4375,80.26333367,-0.825833667,80.462502,80.85916667,-0.396664667,80.587502,79.302498
,29/05/2020,79.8125,79.8125,0,79.485001,80.260834,-0.775833,80.287498,79.1175
,28/05/2020,79.192497,79.48083233,-0.288335333,79.5625,79.83666767,-0.274167667,80.860001,78.907501
,27/05/2020,79.035004,79.346667,-0.311663,79.527496,79.524999,0.002497,79.677498,78.272499
,26/05/2020,80.875,79.70083367,1.174166333,79.182503,79.42416633,-0.241663333,81.059998,79.125
,22/05/2020,78.942497,79.61750033,-0.675003333,79.722504,79.477501,0.245003,79.807503,78.837502
,21/05/2020,79.665001,79.82749933,-0.162498333,79.212502,79.372503,-0.160001,80.222504,78.967499
,20/05/2020,79.169998,79.25916533,-0.089167333,79.807503,79.58083633,0.226666667,79.879997,79.129997
,19/05/2020,78.7575,79.19749967,-0.439999667,78.285004,79.10166967,-0.816665667,79.629997,78.252502
,18/05/2020,78.292503,78.74000033,-0.447497333,78.739998,78.94416833,-0.204170333,79.125,77.580002
,15/05/2020,75.087502,77.37916833,-2.291666333,76.927498,77.98416667,-1.056668667,76.974998,75.052498
,14/05/2020,76.127502,76.50250233,-0.375000333,77.385002,77.684166,-0.299164,77.447502,75.3825
,13/05/2020,78.037498,76.41750067,1.619997333,76.912498,77.07499933,-0.162501333,78.987503,75.802498
,12/05/2020,79.457497,77.87416567,1.583331333,77.852501,77.38333367,0.469167333,79.922501,77.727501
,11/05/2020,77.025002,78.17333233,-1.148330333,78.752502,77.839167,0.913335,79.262497,76.809998
,08/05/2020,76.410004,77.63083433,-1.220830333,77.532501,78.04583467,-0.513333667,77.587502,76.072502
,07/05/2020,75.805,76.41333533,-0.608335333,75.934998,77.406667,-1.471669,76.292503,75.4925
,06/05/2020,75.114998,75.77666733,-0.661669333,75.157501,76.20833333,-1.050832333,75.809998,74.717499
,05/05/2020,73.764999,74.894999,-1.13,74.389999,75.16083267,-0.770833667,75.25,73.614998
,04/05/2020,72.292503,73.72416667,-1.431663667,73.290001,74.279167,-0.989166,73.422501,71.580002
